1606332936 0 0 1 0 0
1606402906 0 1 1 0 0
1606419035 1 1 1 0 0
1606419544 2 1 1 0 0
1606899863 2 1 1 1 0
1607032818 2 1 2 1 0
1607054128 3 1 2 1 0
1607054168 4 1 2 1 0
1607054346 5 1 2 1 0
1607073927 5 2 2 1 0
1607092659 5 2 3 1 0
1607092746 5 2 4 1 0
1607092808 5 2 5 1 0
1607100605 6 2 5 1 0
1607116866 6 2 6 1 0
1607119526 6 2 6 2 0
1607122453 6 2 7 2 0
1607127345 7 2 7 2 0
1607127369 8 2 7 2 0
1607127423 9 2 7 2 0
1607127469 10 2 7 2 0
1607127522 11 2 7 2 0
1607127703 12 2 7 2 0
1607199466 12 2 7 3 0
1607200711 13 2 7 3 0
1607200743 14 2 7 3 0
1607200901 15 2 7 3 0
1607203042 15 2 7 4 0
1607206073 15 2 7 5 0
1607206409 16 2 7 5 0
1607208427 16 3 7 5 0
1607210865 16 4 7 5 0
1607211188 16 5 7 5 0
1607211241 16 6 7 5 0
1607238883 16 6 7 6 0
1607238892 16 6 7 7 0
1607238898 16 6 7 8 0
1607238907 16 6 7 9 0
1607238937 16 6 7 10 0
1607239078 16 6 7 11 0
1607239152 16 6 7 12 0
1607243993 16 6 7 13 0
1607247819 16 7 7 13 0
1607247910 16 8 7 13 0
1607250556 16 8 7 14 0
1607250656 16 8 7 15 0
1607250673 16 8 7 16 0
1607250705 16 8 7 17 0
1607252513 16 9 7 17 0
1607252532 16 10 7 17 0
1607252917 16 10 7 18 0
1607253017 16 10 7 19 0
1607253187 16 11 7 19 0
1607253248 16 12 7 19 0
1607255723 16 12 7 20 0
1607256638 16 12 7 21 0
1607259018 16 12 8 21 0
1607259085 16 12 9 21 0
1607260244 16 13 9 21 0
1607260405 16 14 9 21 0
1607261216 16 15 9 21 0
1607265665 16 15 9 22 0
1607265774 16 16 9 22 0
1607265786 16 17 9 22 0
1607285217 16 18 9 22 0
1607288800 16 19 9 22 0
1607288829 16 20 9 22 0
1607288858 17 20 9 22 0
1607289177 17 21 9 22 0
1607289253 17 22 9 22 0
1607289293 17 23 9 22 0
1607289700 17 24 9 22 0
1607289814 17 25 9 22 0
1607290547 17 26 9 22 0
1607290568 17 27 9 22 0
1607290606 17 28 9 22 0
1607291103 17 29 9 22 0
1607291131 17 30 9 22 0
1607291422 17 31 9 22 0
1607291453 17 32 9 22 0
1607294716 18 32 9 22 0
1607296386 18 32 10 22 0
1607296441 18 32 11 22 0
1607296464 18 32 12 22 0
1607297619 19 32 12 22 0
1607297852 19 33 12 22 0
1607297862 19 34 12 22 0
1607298055 20 34 12 22 0
1607298176 21 34 12 22 0
1607298330 22 34 12 22 0
1607298598 23 34 12 22 0
1607298638 24 34 12 22 0
1607298672 25 34 12 22 0
1607298700 26 34 12 22 0
1607298721 27 34 12 22 0
1607298744 28 34 12 22 0
1607300521 29 34 12 22 0
1607300643 30 34 12 22 0
1607300691 31 34 12 22 0
1607300801 32 34 12 22 0
1607301167 33 34 12 22 0
1607301187 34 34 12 22 0
1607301231 35 34 12 22 0
1607301366 36 34 12 22 0
1607301413 37 34 12 22 0
1607301480 38 34 12 22 0
1607301546 39 34 12 22 0
1607301583 40 34 12 22 0
1607301589 41 34 12 22 0
1607301595 42 34 12 22 0
1607301602 43 34 12 22 0
1607301618 44 34 12 22 0
1607301634 45 34 12 22 0
1607301765 46 34 12 22 0
1607301772 47 34 12 22 0
1607301777 48 34 12 22 0
1607301783 49 34 12 22 0
1607301804 50 34 12 22 0
1607301809 51 34 12 22 0
1607301814 52 34 12 22 0
1607301819 53 34 12 22 0
1607301877 54 34 12 22 0
1607301907 55 34 12 22 0
1607301978 56 34 12 22 0
1607301988 57 34 12 22 0
1607302003 58 34 12 22 0
1607302014 59 34 12 22 0
1607302024 60 34 12 22 0
1607302048 61 34 12 22 0
1607302058 62 34 12 22 0
1607302065 63 34 12 22 0
1607302075 64 34 12 22 0
1607302083 65 34 12 22 0
1607302092 66 34 12 22 0
1607302099 67 34 12 22 0
1607302106 68 34 12 22 0
1607302113 69 34 12 22 0
1607302915 70 34 12 22 0
1607302950 71 34 12 22 0
1607303567 72 34 12 22 0
1607303587 73 34 12 22 0
1607303607 74 34 12 22 0
1607303664 75 34 12 22 0
1607305445 76 34 12 22 0
1607335752 76 35 12 22 0
1607349804 76 35 13 22 0
1607355601 77 35 13 22 0
1607355903 78 35 13 22 0
1607356114 79 35 13 22 0
1607356130 80 35 13 22 0
1607357207 80 36 13 22 0
1607357789 81 36 13 22 0
1607357875 82 36 13 22 0
1607358053 83 36 13 22 0
1607358632 83 37 13 22 0
1607363146 83 38 13 22 0
1607364292 83 39 13 22 0
1607366640 83 40 13 22 0
1607367005 83 41 13 22 0
1607367373 83 42 13 22 0
1607369319 83 43 13 22 0
1607370398 84 43 13 22 0
1607370473 85 43 13 22 0
1607370527 86 43 13 22 0
1607370581 87 43 13 22 0
1607371178 88 43 13 22 0
1607372036 89 43 13 22 0
1607372197 90 43 13 22 0
1607373311 90 43 14 22 0
1607374000 90 43 15 22 0
1607374221 90 43 16 22 0
1607374536 90 43 17 22 0
1607374596 91 43 17 22 0
1607378821 92 43 17 22 0
1607379051 93 43 17 22 0
1607379106 94 43 17 22 0
1607379195 95 43 17 22 0
1607379950 96 43 17 22 0
1607379982 97 43 17 22 0
1607380003 98 43 17 22 0
1607380033 99 43 17 22 0
1607380511 100 43 17 22 0
1607380531 101 43 17 22 0
1607380555 102 43 17 22 0
1607380580 103 43 17 22 0
1607381054 104 43 17 22 0
1607382396 104 43 18 22 0
1607382431 104 43 19 22 0
1607385681 104 44 19 22 0
1607385857 104 45 19 22 0
1607385969 105 45 19 22 0
1607386040 106 45 19 22 0
1607387424 107 45 19 22 0
1607388118 108 45 19 22 0
1607388205 108 46 19 22 0
1607388225 108 47 19 22 0
1607389452 108 48 19 22 0
1607393441 108 49 19 22 0
1607399375 109 49 19 22 0
1607399399 110 49 19 22 0
1607399434 111 49 19 22 0
1607428497 111 50 19 22 0
1607428581 111 51 19 22 0
1607428703 111 51 20 22 0
1607428826 111 51 21 22 0
1607429039 111 52 21 22 0
1607429116 111 52 22 22 0
1607429328 111 52 23 22 0
1607431936 111 52 24 22 0
1607432650 111 52 25 22 0
1607432841 111 53 25 22 0
1607435376 111 54 25 22 0
1607435935 111 54 26 22 0
1607435992 111 54 27 22 0
1607440401 111 55 27 22 0
1607440913 112 55 27 22 0
1607441454 112 55 27 22 1
1607441734 113 55 27 22 1
1607442005 114 55 27 22 1
1607442042 115 55 27 22 1
1607442092 116 55 27 22 1
1607443325 117 55 27 22 1
1607443513 118 55 27 22 1
1607444446 119 55 27 22 1
1607444467 120 55 27 22 1
1607444489 121 55 27 22 1
1607444512 122 55 27 22 1
1607445357 123 55 27 22 1
1607445479 124 55 27 22 1
1607448326 125 55 27 22 1
1607448453 126 55 27 22 1
1607451393 126 55 28 22 1
