1606332936 0 0 375177 0 0
1606402906 0 36 375177 0 0
1606419035 64 36 375177 0 0
1606419544 66 36 375177 0 0
1606899863 66 36 375177 31 0
1607032818 66 36 375244 31 0
1607054128 202 36 375244 31 0
1607054168 259 36 375244 31 0
1607054346 362 36 375244 31 0
1607073927 362 38 375244 31 0
1607092659 362 38 375263 31 0
1607092746 362 38 375263 31 0
1607092808 362 38 375266 31 0
1607100605 365 38 375266 31 0
1607116866 365 38 375272 31 0
1607119526 365 38 375272 31 0
1607122453 365 38 375273 31 0
1607127345 403 38 375273 31 0
1607127369 408 38 375273 31 0
1607127423 408 38 375273 31 0
1607127469 411 38 375273 31 0
1607127522 668 38 375273 31 0
1607127703 951 38 375273 31 0
1607199466 951 38 375273 31 0
1607200711 1155 38 375273 31 0
1607200743 1163 38 375273 31 0
1607200901 1166 38 375273 31 0
1607203042 1166 38 375273 31 0
1607206073 1166 38 375273 31866 0
1607206409 1167 38 375273 31866 0
1607208427 1167 66 375273 31866 0
1607210865 1167 116 375273 31866 0
1607211188 1167 126 375273 31866 0
1607211241 1167 136 375273 31866 0
1607238883 1167 136 375273 31866 0
1607238892 1167 136 375273 31866 0
1607238898 1167 136 375273 31866 0
1607238907 1167 136 375273 31866 0
1607238937 1167 136 375273 31866 0
1607239078 1167 136 375273 31866 0
1607239152 1167 136 375273 63437 0
1607243993 1167 136 375273 96904 0
1607247819 1167 140 375273 96904 0
1607247910 1167 148 375273 96904 0
1607250556 1167 148 375273 96904 0
1607250656 1167 148 375273 131576 0
1607250673 1167 148 375273 131576 0
1607250705 1167 148 375273 163500 0
1607252513 1167 157 375273 163500 0
1607252532 1167 157 375273 163500 0
1607252917 1167 157 375273 163504 0
1607253017 1167 157 375273 163506 0
1607253187 1167 158 375273 163506 0
1607253248 1167 158 375273 163506 0
1607255723 1167 158 375273 196912 0
1607256638 1167 158 375273 196915 0
1607259018 1167 158 375534 196915 0
1607259085 1167 158 375534 196915 0
1607260244 1167 174 375534 196915 0
1607260405 1167 174 375534 196915 0
1607261216 1167 510 375534 196915 0
1607265665 1167 510 375534 196916 0
1607265774 1167 528 375534 196916 0
1607265786 1167 528 375534 196916 0
1607285217 1167 530 375534 196916 0
1607288800 1167 535 375534 196916 0
1607288829 1167 573 375534 196916 0
1607288858 1171 573 375534 196916 0
1607289177 1171 579 375534 196916 0
1607289253 1171 579 375534 196916 0
1607289293 1171 609 375534 196916 0
1607289700 1171 613 375534 196916 0
1607289814 1171 636 375534 196916 0
1607290547 1171 641 375534 196916 0
1607290568 1171 664 375534 196916 0
1607290606 1171 667 375534 196916 0
1607291103 1171 674 375534 196916 0
1607291131 1171 703 375534 196916 0
1607291422 1171 708 375534 196916 0
1607291453 1171 743 375534 196916 0
